"Page_Index","Order_in_Page","Title","Year","Authors","Publication_Info","Abstract","Link","DOI","Citations","Scholar_Link"
"25","1","COVID-19 vaccine hesitancy: A narrative review of four South Asian countries","2022","F Ennab, RK Qasba, U Uday, P Priya… - Frontiers in public …, 2022","frontiersin.org","… in Afghanistan, Pakistan, India, and Bangladesh is highly critical as these countries are … 
, and concern that the vaccination might cause autism, infertility, autoimmune diseases, and …","https://www.frontiersin.org/articles/10.3389/fpubh.2022.997884/full","10.3389/fpubh.2022.997884/full","28.0","https://www.frontiersin.org/articles/10.3389/fpubh.2022.997884/full"
"25","2","Mapping Awareness-Raising and Capacity-Building Materials on Developmental Disabilities for Non-Specialists: a Review of the Academic and Grey Literature","2023","E Genovesi, YI Yao, E Mitchell, M Arad, V Diamant…","2023 - scholar.archive.org","… search were slightly skewed towards resources focused on autism compared to other DD. 
An … for the establishment of child development and disability services in Bangladesh. Dhaka: …","https://scholar.archive.org/work/ukblu3bkdbbvffpmnkd573zyou/access/wayback/https://assets.researchsquare.com/files/rs-2785191/v1/24f90123-90e9-4b4c-b6e8-3f86e6ac7db0.pdf?c=1681135969","","","https://scholar.archive.org/work/ukblu3bkdbbvffpmnkd573zyou/access/wayback/https://assets.researchsquare.com/files/rs-2785191/v1/24f90123-90e9-4b4c-b6e8-3f86e6ac7db0.pdf?c=1681135969"
"25","3","The Dual Burden of Air Pollution During Pregnancy: A Systematic Review of Physical and Psychological Consequences","2025","S Raeisi, A Mirbalouchzehi… - Journal of Environmental …, 2025","jehsd.ssu.ac.ir","… Moreover, mental health issues such as depression and autism spectrum disorders may … 
anxiety, postpartum depression, and a higher risk of autism spectrum disorders in offspring 5-7 . …","https://jehsd.ssu.ac.ir/browse.php?a_id=902&sid=1&slc_lang=en&html=1","","","https://jehsd.ssu.ac.ir/browse.php?a_id=902&sid=1&slc_lang=en&html=1"
"25","4","Vitamin Interventions in ASD and ADHD: Systematic Review and Meta-Analysis","2025","Y Shen, Y Xie, Y Zheng, Y Zheng… - … Disease and Treatment, 2025","Taylor & Francis","… This study aims to evaluate the clinical efficacy of vitamin supplementation in improving 
symptoms of autism spectrum disorder (ASD) and attention-deficit/hyperactivity disorder (ADHD). …","https://www.tandfonline.com/doi/abs/10.2147/NDT.S553063","10.2147/NDT.S553063","","https://www.tandfonline.com/doi/abs/10.2147/NDT.S553063"
"25","5","Nonmedical barriers and needs of rural children with disabilities and their families in Asia: A scoping review","2025","L Fu, B Mei, Y Wu, G Liu, Z Ma - Child & Family Social Work, 2025","Wiley Online Library","Children with disabilities encounter unique challenges in rural Asia, where community 
resources are often lacking. This study is the first scoping review to understand nonmedical …","https://onlinelibrary.wiley.com/doi/abs/10.1111/cfs.13046","10.1111/cfs.13046","9.0","https://onlinelibrary.wiley.com/doi/abs/10.1111/cfs.13046"
"25","6","Multicultural and minority issues","2024","KM Chung, J Jang, HL Adams, E Chung - … of Early Intervention for Autism …, 2024","Springer","… This chapter provides a comprehensive review of autism spectrum disorder (ASD) across 
different cultures, focusing on prevalence, diagnosis, treatment, and the impact of cultural …","https://link.springer.com/chapter/10.1007/978-3-031-64499-3_30","10.1007/978-3-031-64499-3_30","3.0","https://link.springer.com/chapter/10.1007/978-3-031-64499-3_30"
"25","7","Childhood obesity in South Asian population","2024","V Pahuja, S Sanghvi - Obesity pillars, 2024","Elsevier","Introduction Obesity is worldwide health concern, with its prevalence rising steeply specially 
in low and middle-income countries in the past decade. World Obesity Federation estimates …","https://www.sciencedirect.com/science/article/pii/S2667368124000500","","10.0","https://www.sciencedirect.com/science/article/pii/S2667368124000500"
"25","8","Psychometrics of the Patient Health Questionnaire (PHQ-9) in Uganda: a systematic review","2022","MM Kaggwa, SM Najjuka, S Ashaba… - Frontiers in …, 2022","frontiersin.org","Background Depression is screened by many psychological tools, whereas the Patient 
Health Questionnaire-9 (PHQ-9) is one of the most commonly used self-administered tools. …","https://www.frontiersin.org/articles/10.3389/fpsyt.2022.781095/full","10.3389/fpsyt.2022.781095/full","44.0","https://www.frontiersin.org/articles/10.3389/fpsyt.2022.781095/full"
"25","9","Characteristics of effective parent-mediated interventions for parents of children with neurodevelopmental disorders in rural areas: a systematic review protocol","2024","J Cullenward, M Curtin, V Dos Santos - BMJ open, 2024","bmjopen.bmj.com","… parent-mediated interventions were well received, feasible and had a positive impact on 
reducing parental stress while enhancing the sociocommunicative skills of children with autism …","https://bmjopen.bmj.com/content/14/8/e083464.abstract","","4.0","https://bmjopen.bmj.com/content/14/8/e083464.abstract"
"25","10","Interventions based on early intensive applied behaviour analysis for autistic children: a systematic review and cost-effectiveness analysis","2020","M Rodgers, D Marshall, M Simmonds… - Health Technology …, 2020","pmc.ncbi.nlm.nih.gov","… Autism is a lifelong condition that affects how people understand the world and interact with 
… important outcomes, such as the severity of autism and where children went to school. Most …","https://pmc.ncbi.nlm.nih.gov/articles/PMC7397479/","","79.0","https://pmc.ncbi.nlm.nih.gov/articles/PMC7397479/"
"26","1","Gaming platforms for people with ASD","2024","I Chaidi, P Pergantis, A Drigas, C Karagiannidis - Journal of Intelligence, 2024","mdpi.com","… repetitive patterns of behavior are hallmarks of autism spectrum disorder (ASD). Individuals 
… to the development of autism. Diagnosing autism involves a comprehensive approach. …","https://www.mdpi.com/2079-3200/12/12/122","","13.0","https://www.mdpi.com/2079-3200/12/12/122"
"26","2","Strategies for addressing the needs of children with or at risk of developmental disabilities in early childhood by 2030: a systematic umbrella review","2024","T Smythe, N Scherer, C Nanyunja, CJ Tann… - BMC medicine, 2024","Springer","… These conditions encompass cerebral palsy, intellectual and learning impairments, 
epilepsy, hearing and vision impairment and autism spectrum disorder and attention deficit/…","https://link.springer.com/article/10.1186/s12916-024-03265-7","10.1186/s12916-024-03265-7","17.0","https://link.springer.com/article/10.1186/s12916-024-03265-7"
"26","3","Exploring the frontiers of neuroimaging: a review of recent advances in understanding brain functioning and disorders","2023","C Yen, CL Lin, MC Chiang - Life, 2023","mdpi.com","Neuroimaging has revolutionized our understanding of brain function and has become an 
essential tool for researchers studying neurological disorders. Functional magnetic resonance …","https://www.mdpi.com/2075-1729/13/7/1472","","294.0","https://www.mdpi.com/2075-1729/13/7/1472"
"26","4","Unveiling connections: The impact of vitamin D on language development in pediatric neurodevelopmental contexts","2023","S Eyubova, A Hachmeriyan, A Toneva - Journal of IMAB, 2023","floravitbg.com","Purpose: This literature review aims to investigate the impact of vitamin D on language 
development in pediatric neurodevelopmental contexts by analyzing a selection of articles …","https://floravitbg.com/statia.php?id_artc=126","","1.0","https://floravitbg.com/statia.php?id_artc=126"
"26","5","Elimination of measles by 2024: achievements and challenges","2020","S Afrin, KT Mamun, N Mahboob, H Iqbal… - IMC Journal of Medical …, 2020","banglajol.info","… of measles, the present global and Bangladesh situation and strategies that have been … 
(MMR) vaccine and the development of autism in children. Although several studies have now …","https://banglajol.info/index.php/IMCJMS/article/view/47456","","6.0","https://banglajol.info/index.php/IMCJMS/article/view/47456"
"26","6","A Systematic Review to Identify Screening Tools and Practices that Can Be Used by Children's Rehabilitation Service Providers to Screen Parents' Mental Health","2022","M Phoenix, S Kingsnorth, Y Hamdani… - Developmental …, 2022","Taylor & Francis","Background Parents of children with disabilities often report stress, depression, and anxiety. 
This review identified screening tools and practices that pediatric rehabilitation service …","https://www.tandfonline.com/doi/abs/10.1080/17518423.2021.2011977","10.1080/17518423.2021.2011977","1.0","https://www.tandfonline.com/doi/abs/10.1080/17518423.2021.2011977"
"26","7","Sustainable Organizational Performance and Khulna's Jute Industry: Issues, Challenges, and Opportunities","2025","M Rahman, SA Sima… - Journal Of Business And …, 2025","al-kindipublishers.org","… The jute industry in the Khulna division of Bangladesh … in the Khulna division of Bangladesh 
by addressing critical issues, … of adolescents diagnosed with autism spectrum disorder: A …","https://al-kindipublishers.org/index.php/jbms/article/view/10609","","1.0","https://al-kindipublishers.org/index.php/jbms/article/view/10609"
"26","8","Gut microbiota in autophagy regulation: new therapeutic perspective in neurodegeneration","2023","S Mitra, YA Munni, R Dash, T Sadhu, L Barua… - Life, 2023","mdpi.com","… Moreover, some features of autism spectrum disorder, such as social behavior defects or 
repetitive behavior, are triggered by impaired microglial autophagy [86]. The deletion of the …","https://www.mdpi.com/2075-1729/13/4/957","","6.0","https://www.mdpi.com/2075-1729/13/4/957"
"26","9","Proceeding of the 2nd International Conference on Machine Intelligence and Emerging Technologies: MIET 2024","2025","MS Satu, MS Arefin, MS Kaiser","2025 - books.google.com","This book is a collection of high-quality research papers presented at the Second International 
Conference on Machine Intelligence and Emerging Technologies, MIET 2024, hosted by …","https://books.google.com/books?hl=en&lr=&id=L9BzEQAAQBAJ&oi=fnd&pg=PR5&dq=%22autism%22+and+%22bangladesh%22&ots=4ia0RApt9I&sig=zSUDqww-yVcBx-DzR4vHEEEKDAI","","","https://books.google.com/books?hl=en&lr=&id=L9BzEQAAQBAJ&oi=fnd&pg=PR5&dq=%22autism%22+and+%22bangladesh%22&ots=4ia0RApt9I&sig=zSUDqww-yVcBx-DzR4vHEEEKDAI"
"26","10","Strengthening primary health care through community health workers in South Asia","2024","P Shrestha, K Afsana, MC Weerasinghe… - The Lancet Regional …, 2024","thelancet.com","… Studies in Nepal and Bangladesh suggested that … , in Bangladesh, BRAC CHWs are now 
conducting early screening for diabetes and hypertension. Government CHWs in Bangladesh …","https://www.thelancet.com/journals/lansea/article/PIIS2772-3682(24)00113-6/fulltext","","20.0","https://www.thelancet.com/journals/lansea/article/PIIS2772-3682(24)00113-6/fulltext"
"27","1","The relationship between autistic traits, dating violence and anxiety in adolescents","2023","M Mutlu, PA Avşar, E Çöp - European Psychiatry, 2023","cambridge.org","… Parents were asked to fill in the adolescent autism spectrum quotient (AQ) for their children, 
and the adolescent was asked to fill in the dating violence and screen for child anxiety …","https://www.cambridge.org/core/journals/european-psychiatry/article/relationship-between-autistic-traits-dating-violence-and-anxiety-in-adolescents/D3D2F18D61AA18438FBDA617F79CFA38","","1.0","https://www.cambridge.org/core/journals/european-psychiatry/article/relationship-between-autistic-traits-dating-violence-and-anxiety-in-adolescents/D3D2F18D61AA18438FBDA617F79CFA38"
"27","2","A systematic review and meta-analysis of early childhood intervention programs for developmental difficulties in low-and-middle-income countries","2022","SV Kumar, S Narayan, PK Malo, B Bhaskarapillai… - Asian journal of …, 2022","Elsevier","Early acknowledgment of developmental difficulties in young children strengthens both 
preventive and therapeutic approaches. Despite their feasibility, early intervention services are …","https://www.sciencedirect.com/science/article/pii/S1876201822000247","","27.0","https://www.sciencedirect.com/science/article/pii/S1876201822000247"
"27","3","Studies of CP Prevalence: Disparities in Authorship, Citations, and Geographic Location","2023","F Avila-Soto, AM Kakooza, K Ueda, B Aravamuthan - Pediatric Neurology, 2023","Elsevier","… Since the establishment of the Bangladesh Cerebral Palsy … registers in Ghana, Nepal, 
Bangladesh, and Indonesia. These … initiative aimed at increasing autism research from LMICs and …","https://www.sciencedirect.com/science/article/pii/S0887899423000437","","4.0","https://www.sciencedirect.com/science/article/pii/S0887899423000437"
"27","4","Heavy metals and neurodevelopment of children in low and middle-income countries: A systematic review","2022","YY Heng, I Asad, B Coleman, L Menard… - PLoS …, 2022","journals.plos.org","… Autism. Only 1 study examined the relationship between blood manganese concentrations 
and autism… arsenic studies were all conducted in Bangladesh, thus our findings may not be …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265536","10.1371/journal.pone.0265536","102.0","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265536"
"27","5","The neurobiological impact of oxytocin in mental health disorders: a comprehensive review","2025","RP Chaulagain, Y Shrestha, H Shrestha… - Annals of Medicine …, 2025","journals.lww.com","Oxytocin, a neuropeptide, plays a significant role in modulating social behavior and has 
been widely studied for its potential impact on mental health disorders. This review examines …","https://journals.lww.com/annals-of-medicine-and-surgery/fulltext/2025/03000/the_neurobiological_impact_of_oxytocin_in_mental.51.aspx","","2.0","https://journals.lww.com/annals-of-medicine-and-surgery/fulltext/2025/03000/the_neurobiological_impact_of_oxytocin_in_mental.51.aspx"
"27","6","Challenges and Implementation of Inclusive Education in Selected Asian Countries: A Meta-Synthesis.","2023","CR Arias, CNS Calago, HFB Calungsod… - International Journal of …, 2023","ERIC","This systematic review, specifically a Meta-synthesis, aimed to synthesize the challenges 
and implementation of Inclusive Education (IE) in selected Asian countries. Fifteen (15) out of …","https://eric.ed.gov/?id=EJ1392458","","37.0","https://eric.ed.gov/?id=EJ1392458"
"27","7","Associations Between Vitamin D and Core Symptoms in ASD: An Umbrella Review","2024","Y Jiang, W Dang, L Sui, T Gao, X Kong… - Nutrition and Dietary …, 2024","Taylor & Francis","… In order to understand the linking role of vitamin D for autism, … For the supplementation of 
vitamin D for autism, there is no … for autism, and make better guidance for the next research. …","https://www.tandfonline.com/doi/abs/10.2147/NDS.S470462","10.2147/NDS.S470462","2.0","https://www.tandfonline.com/doi/abs/10.2147/NDS.S470462"
"27","8","Oxidative stress as a common key event in developmental neurotoxicity","2021","Y Nishimura, Y Kanda, H Sone… - Oxidative medicine and …, 2021","Wiley Online Library","… in several neurodevelopmental disorders, including autism spectrum disorder, attention-… 
than children with As levels < 5.5 μg/L in Bangladesh [48]. Mouse pups from dams exposed to …","https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/6685204","10.1155/2021/6685204","82.0","https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/6685204"
"27","9","Family Behavior in Caring for People with Mental Disorders During Covid-19","2021","W Daulay, ML Nasution, SE Wahyuni… - … : Indonesian Journal of …, 2021","talenta.usu.ac.id","… also the system : to drive enduring and autismfriendly changes in healthcare, social systems, 
… disorders among children and adolescents in Bangladesh. Asian Journal of Psychiatry, 56(…","https://talenta.usu.ac.id/IJNS/article/view/5797","","1.0","https://talenta.usu.ac.id/IJNS/article/view/5797"
"27","10","Early diagnostics and early intervention in neurodevelopmental disorders—age-dependent challenges and opportunities","2021","M Hadders-Algra - Journal of clinical medicine, 2021","mdpi.com","… Early detection of autism spectrum disorders (ASD) is difficult; its first signs emerge at the … 
as cerebral palsy (CP), intellectual disability or autism spectrum disorder (ASD). In high income …","https://www.mdpi.com/2077-0383/10/4/861","","240.0","https://www.mdpi.com/2077-0383/10/4/861"
"28","1","Utilization of telehealth to manage the Covid-19 pandemic in low-and middle-income countries: a scoping review","2023.0","M Eslami Jahromi, H Ayatollahi - Journal of the American …, 2023","academic.oup.com","… and telerehabilitation in Bangladesh and examines the … of telerehabilitation in Bangladesh 
had positive outcomes. … with autism Telecoaching via Zoom and WhatsApp video call …","https://academic.oup.com/jamia/article-abstract/30/4/738/6960636","","26.0","https://academic.oup.com/jamia/article-abstract/30/4/738/6960636"
"28","2","Revisión sistemática: La situación actual del Gold Standard del diagnóstico del autismo mediante el ADOS y ADI-R según el género","","J Escudero Fernández","dspace.umh.es","… característica a nivel físico y el fenotipo clínico en hombres y mujeres de Bangladesh con 
TEA … autism diagnostic observation schedule in a clinical sample of adolescents and adults. …","http://dspace.umh.es/handle/11000/33986","","","http://dspace.umh.es/handle/11000/33986"
"28","3","Prevalence of anxiety and depression in South Asia during COVID-19: A systematic review and meta-analysis","2021.0","MM Hossain, M Rahman, NF Trisha, S Tasnim… - Heliyon, 2021","cell.com","… Among the South Asian countries, India had a higher number of studies, whereas Bangladesh 
and Pakistan had a higher pooled prevalence of anxiety and depression. No studies were …","https://www.cell.com/heliyon/fulltext/S2405-8440(21)00780-5","","113.0","https://www.cell.com/heliyon/fulltext/S2405-8440(21)00780-5"
"28","4","Electroconvulsive therapy in South Asia: Past, present, and future","2024.0","V Menon, SK Kar, S Gupta, A Baminiwatta… - Asian Journal of …, 2024","Elsevier","The practice of electroconvulsive therapy (ECT) varies both between and within countries. 
We aimed to review historical and current trends in ECT practices, perceptions, and …","https://www.sciencedirect.com/science/article/pii/S187620182300432X","","7.0","https://www.sciencedirect.com/science/article/pii/S187620182300432X"
"28","5","Systematic review: Impact of parental decision on paediatric COVID‐19 vaccination","2023.0","AJI Garbin, EK Chiba, CAS Garbin… - Child: Care, Health …, 2023","Wiley Online Library","Objective The objective was to carry out a systematic review on the acceptance of parents to 
vaccinate their children against COVID‐19 and the factors that contribute for vaccination …","https://onlinelibrary.wiley.com/doi/abs/10.1111/cch.13124","10.1111/cch.13124","9.0","https://onlinelibrary.wiley.com/doi/abs/10.1111/cch.13124"
"28","6","Annual Research Review: Early intervention viewed through the lens of developmental neuroscience","2024.0","CA Nelson, E Sullivan… - Journal of Child …, 2024","Wiley Online Library","… of the latter, we highlight recent work on autism. A consistent theme throughout our review 
is a … For instance, in a study of infants and children in Bangladesh, cognitive stimulation was …","https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.13858","10.1111/jcpp.13858","37.0","https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.13858"
"28","7","Association of allelic variants of the reelin gene with autistic spectrum disorder: A systematic review and meta-analysis of candidate gene association studies","2020.0","I Hernández-García, AJ Chamorro… - International Journal of …, 2020","mdpi.com","… Autistic spectrum disorder (ASD) is a group of complex neurodevelopment disorders, 
including autism, pervasive developmental disorder not otherwise specified, Asperger syndrome, …","https://www.mdpi.com/1660-4601/17/21/8010","","12.0","https://www.mdpi.com/1660-4601/17/21/8010"
"28","8","N-acetylcysteine: An innovative approach to obsessive-compulsive disorder treatment: A narrative review","2025.0","SBA Sonia, MNA Siddiki, S Sultana… - Advances in Human …, 2025","journals.lww.com","Obsessive-compulsive disorder (OCD) is a chronic mental illness defined by recurrent, 
intrusive thoughts (called obsessions) and repetitive actions or ideas (called compulsions). …","https://journals.lww.com/adhb/fulltext/2025/04000/n_acetylcysteine__an_innovative_approach_to.4.aspx","","3.0","https://journals.lww.com/adhb/fulltext/2025/04000/n_acetylcysteine__an_innovative_approach_to.4.aspx"
"28","9","Vaccine hesitancy: obstacles and challenges","2022.0","PM Galagali, AA Kinikar, VS Kumar - Current pediatrics reports, 2022","Springer","… disease and autism. He proposed that the live attenuated measles vaccine caused toxic, 
autism-… no link between the development of autism and vaccination, many still believe this myth. …","https://link.springer.com/article/10.1007/s40124-022-00278-9","10.1007/s40124-022-00278-9","159.0","https://link.springer.com/article/10.1007/s40124-022-00278-9"
"28","10","Gestationel diabetes mellitus og autismespektrumforstyrrelse hos barnet","2023.0","FAT Mohsen, FF Lauszus… - Ugeskrift for …, 2023","portal.findresearcher.sdu.dk","… Maternal stress and perinatal features in autism and attention deficit/hyperactivity disorder. … 
of autism spectrum disorder and gestational diabetes mellitus of mothers in Bangladesh. …","https://portal.findresearcher.sdu.dk/en/publications/gestationel-diabetes-mellitus-og-autismespektrumforstyrrelse-hos--2","","1.0","https://portal.findresearcher.sdu.dk/en/publications/gestationel-diabetes-mellitus-og-autismespektrumforstyrrelse-hos--2"
"29","1","The impact of COVID-19 on the mental health and wellbeing of children with special education needs and disabilities: A systematic review","2024.0","VE Castle, V Sideropoulos, C Jones, D Zhang… - … Journal of Autism and …, 2024","Springer","The COVID-19 pandemic has impacted greatly the mental health of children. We performed 
a systematic review to better understand the impact of the pandemic on children with special …","https://link.springer.com/article/10.1007/s40489-024-00453-2","10.1007/s40489-024-00453-2","3.0","https://link.springer.com/article/10.1007/s40489-024-00453-2"
"29","2","The neuroprotective potential of endophytic fungi and proposed molecular mechanism: a current update","2022.0","P Semwal, S Painuli, J Anand… - Evidence‐Based …, 2022","Wiley Online Library","… Alzheimer’s disease, ataxia, Parkinson’s disease, multiple system atrophy, and autism 
comprise the most common ones, being accompanied by loss of cognitive power, impaired …","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/6214264","10.1155/2022/6214264","12.0","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/6214264"
"29","3","Promoting school readiness in children with developmental disabilities in LMICs","2023.0","MKC Nair, R Radhakrishnan… - Frontiers in Public Health, 2023","frontiersin.org","… For example, children with Autism Spectrum Disorders may experience less emotional 
readiness as they have more externalizing behaviors and difficulties with self-regulation which …","https://www.frontiersin.org/articles/10.3389/fpubh.2023.993642/full","10.3389/fpubh.2023.993642/full","31.0","https://www.frontiersin.org/articles/10.3389/fpubh.2023.993642/full"
"29","4","A meta-ethnography synthesis of joint care practices between parents and grandparents from Asian cultural backgrounds: Benefits and challenges","2020.0","NPT Hoang, JN Kirby - Journal of Child and Family Studies, 2020","Springer","Objectives This systematic review aims to examine the joint care practices of grandparents 
and parents among Asian families and to discover their co-parenting relationship via …","https://link.springer.com/article/10.1007/s10826-019-01553-y","10.1007/s10826-019-01553-y","84.0","https://link.springer.com/article/10.1007/s10826-019-01553-y"
"29","5","Close-kin marriage–An injustice to forthcoming generations","2020.0","CC Joybell, MK Kumar - Eastern Journal of Medical Sciences, 2020","mansapublishers.com","… Autism, individuals with related parents are more likely to have inherited causes of the autism 
[… Although definitive prenatal diagnostic tests are not available for autism, ultrasound scans …","https://www.mansapublishers.com/index.php/ejms/article/view/2619","","1.0","https://www.mansapublishers.com/index.php/ejms/article/view/2619"
"29","6","An association between incontinence and antipsychotic drugs: a systematic review","2021.0","A Arasteh, S Mostafavi, SZ Vahed… - Biomedicine & …, 2021","Elsevier","To date, due to the increasing prevalence of psychiatric diseases, the use of antipsychotic 
drugs has expanded. One of the proven side effects of these drugs is incontinence. Treatment …","https://www.sciencedirect.com/science/article/pii/S0753332221008106","","19.0","https://www.sciencedirect.com/science/article/pii/S0753332221008106"
"29","7","A Systematic Review of the Effects of Air Pollution during Pregnancy: Physical and Psychological Impacts","","S Raeisi, A Mirbalouchzehi, M Yazdandoust - J Environ Health Sustain Dev …","jehsd.ssu.ac.ir","… as depression and autism spectrum disorders may arise. … It increases the risk of depression, 
anxiety and autism spectrum … household air pollution in rural Bangladesh: a feasibility study …","https://jehsd.ssu.ac.ir/files/site1/user_files_a06b3a/mehranyazdan20-A-10-63-1-8be4527.pdf","","","https://jehsd.ssu.ac.ir/files/site1/user_files_a06b3a/mehranyazdan20-A-10-63-1-8be4527.pdf"
"29","8","Energy demand forecasting and optimizing electric systems for developing countries","2023.0","SS Arnob, AIMS Arefin, AY Saber, KA Mamun - IEEE Access, 2023","ieeexplore.ieee.org","… We thank our colleagues from Advanced Intelligent Multidisciplinary Systems (AIMS) 
Laboratory, United International University (UIU), Bangladesh who provided insights and expertise …","https://ieeexplore.ieee.org/abstract/document/10054396/","","40.0","https://ieeexplore.ieee.org/abstract/document/10054396/"
"29","9","Epigenetics and Environmental Exposures in Early Neurodevelopment: Implications for Pediatric Neurological Disorders","2025.0","H Jubair - Sage Open Pediatrics, 2025","journals.sagepub.com","Pediatric neurological disorders such as autism spectrum disorder (ASD) and attention-deficit/hyperactivity 
disorder (ADHD) are increasingly understood to arise from complex …","https://journals.sagepub.com/doi/abs/10.1177/30502225251380331","10.1177/30502225251380331","","https://journals.sagepub.com/doi/abs/10.1177/30502225251380331"
"29","10","Arsenic Exposure and Neuropsychological Outcomes in Children: A Scoping Review","2025.0","L Notario-Barandiaran, LM Compañ-Gabucio… - Toxics, 2025","mdpi.com","… in Asian countries, such as Bangladesh, where contamination in … In Bangladesh and India, 
where drinking water arsenic … All of this evidence may explain why the USA and Bangladesh …","https://www.mdpi.com/2305-6304/13/7/542","","1.0","https://www.mdpi.com/2305-6304/13/7/542"
"30","1","Alternative medicine: a recent overview","2021","S Akter, MN Hasan, B Rokeya, H Akhter… - Alternative Medicine …, 2021","books.google.com","… Although autism is a lifelong disorder and there is no causal treatment currently … In Bangladesh, 
herbal and fruit extracts have been used to get relief from COVID-19. Infected people are …","https://books.google.com/books?hl=en&lr=&id=pbZaEAAAQBAJ&oi=fnd&pg=PA103&dq=%22autism%22+and+%22bangladesh%22&ots=cwhLUwVtc4&sig=kD1w3Fd1TFKRkd3gKcoZPCQAem8","","14.0","https://books.google.com/books?hl=en&lr=&id=pbZaEAAAQBAJ&oi=fnd&pg=PA103&dq=%22autism%22+and+%22bangladesh%22&ots=cwhLUwVtc4&sig=kD1w3Fd1TFKRkd3gKcoZPCQAem8"
"30","2","Unlocking the secrets of the human gut microbiota: Comprehensive review on its role in different diseases","2025","JK Paul, M Azmal, ANMSNB Haque… - World Journal of …, 2025","pmc.ncbi.nlm.nih.gov","… that alterations in gut microbiota composition can influence brain function and behavior, 
potentially contributing to mental health disorders such as depression, anxiety, and autism …","https://pmc.ncbi.nlm.nih.gov/articles/PMC11718612/","","11.0","https://pmc.ncbi.nlm.nih.gov/articles/PMC11718612/"
"30","3","AI Integrated Dialogic Alphabet Zone Board for Kids in Pre-childhood Education","2025","A Mahmud, T Faisal, M Akhtaruzzaman… - 2025 International …, 2025","ieeexplore.ieee.org","… [2] has conducted literature studies, ethnographic research, observation, and user testing 
methods to support the development and well-being of children with autism spectrum disorder (…","https://ieeexplore.ieee.org/abstract/document/11013406/","","","https://ieeexplore.ieee.org/abstract/document/11013406/"
"30","4","Constructing human genetic disease database in Bangladesh","2022","F Akter, Y Araf, S Anwar, MJ Hosen… - Gene & Protein in …, 2022","accscience.com","… review, we discuss the reasons for constructing a genetic disease database and how this 
database can help to fight against challenges arising from the genetic diseases in Bangladesh. …","https://accscience.com/journal/GPD/1/1/10.36922/gpd.v1i1.78","10.36922/gpd.v1i1.78","1.0","https://accscience.com/journal/GPD/1/1/10.36922/gpd.v1i1.78"
"30","5","ASIA PACIFIC JOURNAL OF EDUCATORS AND EDUCATION","2025","H Hosshan, N Abd Aziz, LW Tan, NDM Nor, ML Bonati…","2025 - apjee.usm.my","… United States are diagnosed with autism (Maenner et al., 2023). Autism, therefore, continues 
… Children diagnosed with autism might display challenging behaviours including aggression…","http://apjee.usm.my/APJEE_40_1_2025/APJEE%2040-1-Art%202-PA.pdf","","","http://apjee.usm.my/APJEE_40_1_2025/APJEE%2040-1-Art%202-PA.pdf"
"30","6","GLOBAL BARRIERS AND ENABLERS TO EARLY CHILDHOOD DEVELOPMENTAL SURVEILLANCE AND INTERVENTION: A SCOPING REVIEW","2025","AS SAZALI, K MOKTI - Quantum Journal of Medical and Health Sciences, 2025","qjmhs.com","… Those diagnosed with both autism and other … autism, those who have family members with 
autism are more than twice as likely to be detected by parents and brought for routine autism …","http://qjmhs.com/index.php/qjmhs/article/view/162","","","http://qjmhs.com/index.php/qjmhs/article/view/162"
"30","7","Report on Recent Advances in Treatment Options through Vitamins","2021","S Iqbal, S Gul - Bangladesh Journal of Medical Science, 2021","banglajol.info","… Another study was done to indicate the consequence of genetically controlled folate cycle 
deficiency in children with autism spectrum disorders (ASD) and the results of the study …","https://banglajol.info/index.php/BJMS/article/view/51529","","2.0","https://banglajol.info/index.php/BJMS/article/view/51529"
"30","8","Emerging proof of protein misfolding and interactions in multifactorial Alzheimer's disease","2020","MS Uddin, A Al Mamun, MA Rahman… - Current Topics in …, 2020","ingentaconnect.com","Objective: Alzheimer's disease (AD) is a devastating neurodegenerative disorder, 
characterized by the extracellular accumulations of amyloid beta (Aβ) as senile plaques and …","https://www.ingentaconnect.com/content/ben/ctmc/2020/00000020/00000026/art00007","","58.0","https://www.ingentaconnect.com/content/ben/ctmc/2020/00000020/00000026/art00007"
"30","9","The role of vitamin D deficiency in the development of paediatric diseases","2023","Z Liu, S Huang, X Yuan, Y Wang, Y Liu… - Annals of medicine, 2023","Taylor & Francis","… Our review briefly introduced the metabolic process of VitD, summarized the role of VitD in 
paediatric diseases such as autism, obesity, rickets and asthma. We sought to identify the link …","https://www.tandfonline.com/doi/abs/10.1080/07853890.2022.2154381","10.1080/07853890.2022.2154381","33.0","https://www.tandfonline.com/doi/abs/10.1080/07853890.2022.2154381"
